Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group,Top Offense Type,Address,gcode,lat,long,zipcodes
2017-09-17,213,2017-09-17,2017,9,17161210,3,2300 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,2300  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2017-09-11,0,2017-09-18,2017,9,17161775,2,Unit B/O Washington Cir NW,Ethnicity/National Origin,Jewish,Displaying Symbols,  Washington Cir NW Washington DC,"Washington Circle NW, Washington, District of Columbia, 20036-5305, United States",38.9029417,-77.0496623,20036
2017-09-19,1200,2017-09-20,2017,9,17163474,1,200 B/O H St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,200  H St NW Washington DC,"H St NW, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.8995791,-77.0531535,20037
2017-09-21,700,2017-09-21,2017,9,17163970,2,1600 B/O Rhode Island Ave NW,Sexual Orientation,Not Reported,Threats,1600  Rhode Island Ave NW Washington DC,"Courtyard by Marriott Washington Embassy Row, 1600, Rhode Island Avenue Northwest, Washington, District of Columbia, 20036, United States",38.9066662,-77.0369714,20036
2017-09-20,1900,2017-09-22,2017,9,17164786,3,1600 B/O 16th ST NW,Political Affiliation,Not Reported,Damage/Defacing/Destruction of Property,1600  16th ST NW Washington DC,"Sixteen Hundred Apartments, 1600, 16th Street Northwest, Dupont Circle, Washington, District of Columbia, 20012, United States",38.91132399999999,-77.03696668842349,20012
2017-09-21,1400,2017-09-22,2017,9,17164646,3,1700 B/O Florida Ave NW,Race,Black,Threats,1700  Florida Ave NW Washington DC,"1700, Florida Avenue Northwest, Washington, District of Columbia, 20009-5540, United States",38.91826925,-77.03881759062659,20009
2017-09-26,1642,2017-09-26,2017,9,17167395,2,2600 B/O Connecticut Ave NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,2600  Connecticut Ave NW Washington DC,"Chipotle, 2600, Connecticut Avenue Northwest, Woodley Park, Washington, District of Columbia, 20008, United States",38.9236967,-77.0518863,20008
2017-09-26,1700,2017-09-27,2017,9,17167710,4,5400 B/O 3rd St NW,Race,Black,Damage/Defacing/Destruction of Property,5400  3rd St NW Washington DC,"5400, 3rd St NW, Brightwood Park, Washington, District of Columbia, 20011, United States",38.955612,-77.016151,20011
2017-09-29,0,2017-09-30,2017,9,17169500,2,3700 B/O O St NW,Race,Black,Displaying Symbols,3700  O St NW Washington DC,"Georgetown University, 3700, O Street Northwest, Georgetown, Washington, District of Columbia, 20057, United States",38.90893925,-77.07457962060826,20057
2017-10-01,1105,2017-10-01,2017,10,17170303,7,900 B/O Southern Ave SE,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,900  Southern Ave SE Washington DC,"Southern Avenue Southeast, Washington, District of Columbia, 20032, United States",38.8400447,-76.9771121,20032
2017-10-05,1918,2017-10-05,2017,10,17172974,5,900 B/O Hamlin ST NE,Sexual Orientation,Not Reported,Threats,900  Hamlin ST NE Washington DC,"900, Hamlin St NE, Brookland, Washington, District of Columbia, 20017, United States",38.927541,-76.993528,20017
2017-10-05,2356,2017-10-05,2017,10,17173088,7,2900 B/O Martin Luther King Jr Ave SE,Sexual Orientation,Not Reported,Simple Assault,2900  Martin Luther King Jr Ave SE Washington DC,"2900, Martin Luther King Junior Avenue Southeast, Congress Heights, Washington, District of Columbia, 20032, United States",38.846063,-76.996535,20591
2017-10-06,234,2017-10-06,2017,10,17173128,3,1600 B/O Riggs Pl NW,Sexual Orientation,Not Reported,Simple Assault,1600  Riggs Pl NW Washington DC,"1600, Riggs Place Northwest, Dupont Circle, Washington, District of Columbia, 20009, United States",38.913267,-77.036671,20009
2017-10-06,1500,2017-10-06,2017,10,17173404,3,2800 B/O Georgia Ave NW,Gender Identity/Expression,Not Reported,Threats,2800  Georgia Ave NW Washington DC,"2800, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20059, United States",38.9262032,-77.0230452,20059
2017-10-07,1145,2017-10-07,2017,10,17173927,2,Unit B/O Dupont Cir NW,Gender Identity/Expression,Not Reported,Simple Assault,  Dupont Cir NW Washington DC,"Dupont Circle Northwest, Dupont Circle and surrunding block, Dupont Circle, Washington, District of Columbia, 20036, United States",38.9091496,-77.0439183,20036
2017-10-09,2100,2017-10-09,2017,10,17175645,4,600 B/O Irving ST NW,Religion,Jewish,Damage/Defacing/Destruction of Property,600  Irving ST NW Washington DC,"600, Irving Street Northwest, Park View, Washington, District of Columbia, 20010, United States",38.9289837,-77.0210196,20010
2017-10-10,858,2017-10-10,2017,10,17175573,7,900 B/O Varney ST SE,Sexual Orientation,Not Reported,Simple Assault,900  Varney ST SE Washington DC,"900, Varney Street Southeast, Washington Highlands, Washington, District of Columbia, 20032, United States",38.835221,-76.991899,20032
2017-10-11,1604,2017-10-11,2017,10,17176473,3,2200 B/O 4th ST NW,Race,White,Threats,2200  4th ST NW Washington DC,"4th St NW, Petworth, Washington, District of Columbia, 20011, United States",38.9474663,-77.0173788,20011
2017-10-14,1341,2017-10-14,2017,10,17178328,2,1300 B/O G ST NW,Ethnicity/National Origin,Non-European,Damage/Defacing/Destruction of Property,1300  G ST NW Washington DC,"1300, G Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.898231,-77.029775,20005
2017-10-16,1408,2017-10-16,2017,10,17179503,3,500 B/O W St NW,Religion,Jewish,Damage/Defacing/Destruction of Property,500  W St NW Washington DC,"500, W Street Northwest, Common Good Farm, Washington, District of Columbia, 20001, United States",38.919158,-77.019234,20059
2017-10-20,134,2017-10-20,2017,10,17181773,6,1800 B/O 28th St SE,Sexual Orientation,Not Reported,Simple Assault,1800  28th St SE Washington DC,"1800, 28th Street Southeast, Randle Highlands, Washington, District of Columbia, 20020, United States",38.86855852613903,-76.96766882643665,20020
2017-10-20,507,2017-10-20,2017,10,17181830,5,2100 B/O Queens Chapel Rd NE,Race,White,ADW,2100  Queens Chapel Rd NE Washington DC,"2100, Queens Chapel Road Northeast, Langdon, Washington, District of Columbia, 20018, United States",38.919538619223566,-76.97280633277009,20018
2017-10-22,1841,2017-10-22,2017,10,17183499,2,Theodore Roosevelt Bridge,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,Theodore Roosevelt Bridge Washington DC,"Theodore Roosevelt Bridge, Theodore Roosevelt Memorial Bridge, Washington, District of Columbia, 20566, United States",38.8922948,-77.05980595388684,20566
2017-10-23,2228,2017-10-23,2017,10,17184336,7,4200 B/O 4th ST SE,Sexual Orientation,Not Reported,Threats,4200  4th ST SE Washington DC,"4200, 4th Street Southeast, Washington Highlands, Washington, District of Columbia, 20032, United States",38.829082,-77.000458,20032
2017-10-24,854,2017-10-24,2017,10,17184502,1,1400 B/O C St SE,Sexual Orientation,Not Reported,Threats,1400  C St SE Washington DC,"1400, C Street Southeast, Hill East, Washington, District of Columbia, 20003, United States",38.885438,-76.98535,20003
2017-10-24,1244,2017-10-24,2017,10,17184552,2,1100 B/O Vermont Ave NW,Sexual Orientation,Not Reported,Simple Assault,1100  Vermont Ave NW Washington DC,"Wiencek + Associates Architects + Planners, 1100, Vermont Avenue Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.9039434,-77.0332484,20005
2017-10-28,2230,2017-10-28,2017,10,17187517,1,1300 B/O Potomac Ave SE,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,1300  Potomac Ave SE Washington DC,"1300, Potomac Avenue Southeast, Southeast, Washington, District of Columbia, 20003, United States",38.879666,-76.987361,20003
2017-10-29,248,2017-10-29,2017,10,17187653,2,1400 B/O I ST NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,1400  I ST NW Washington DC,"Five Guys, 1400, I Street Northwest, Downtown, Washington, District of Columbia, 20006, United States",38.9011582,-77.0322458,20006
2017-10-30,2126,2017-10-30,2017,10,17188581,4,600 B/O Newton St NW,Ethnicity/National Origin,Latino/Hispanic,Robbery,600  Newton St NW Washington DC,"Newton Street Northwest, Mount Pleasant, Washington, District of Columbia, 20010, United States",38.9341682,-77.0414136,20010
2017-10-31,1730,2017-11-01,2017,11,17189828,2,2400 B/O Pennsylvania Ave NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,2400  Pennsylvania Ave NW Washington DC,"2400, Pennsylvania Avenue Northwest, West End, Washington, District of Columbia, 20037, United States",38.902952,-77.0516,20037
2017-11-02,1315,2017-11-02,2017,11,17190338,2,1000 B/O Wisconsin Ave NW,Race,Black,ADW,1000  Wisconsin Ave NW Washington DC,"1000, Wisconsin Avenue Northwest, Georgetown, Washington, District of Columbia, 20566, United States",38.9028012,-77.0629136,20566
2017-11-05,40,2017-11-05,2017,11,17191866,3,Unit B/O Rhode Island Ave NW,Sexual Orientation,Not Reported,Threats,  Rhode Island Ave NW Washington DC,"Rhode Island Avenue Northwest, Logan Circle/Shaw, Washington, District of Columbia, 2005, United States",38.9099835,-77.0289709,20005
2017-11-05,100,2017-11-05,2017,11,17191903,4,4400 B/O South Dakota Ave NE,Ethnicity/National Origin,Black,ADW,4400  South Dakota Ave NE Washington DC,"4400, South Dakota Avenue Northeast, Michigan Park, North Michigan Park, Washington, District of Columbia, 20017, United States",38.942883,-76.983847,20017
2017-11-05,1225,2017-11-06,2017,11,17192094,2,2600 B/O Virginia Ave NW,Race,Black,Damage/Defacing/Destruction of Property,2600  Virginia Ave NW Washington DC,"Abora Recordings LLC, 2600, Virginia Avenue Northwest, Foggy Bottom, Washington, District of Columbia, 20037, United States",38.8996118,-77.0554083,20037
2017-11-05,1700,2017-11-06,2017,11,17192415,7,4600 B/O Martin Luther King Jr Ave SW,Sexual Orientation,Not Reported,Damage/Defacing/Destruction of Property,4600  Martin Luther King Jr Ave SW Washington DC,"4600, Martin Luther King Junior Avenue Southwest, Bellevue, Washington, District of Columbia, 20032, United States",38.824294,-77.01208,20375
2017-11-11,2300,2017-11-12,2017,11,17195967,1,700 B/O Pennsylvania Ave SE,Sexual Orientation,Not Reported,Threats,700  Pennsylvania Ave SE Washington DC,"Pennsylvania Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.8833144,-76.9925478,20003
2017-11-14,1341,2017-11-14,2017,11,17197293,2,1300 B/O 14th ST NW,Sexual Orientation,Not Reported,Robbery,1300  14th ST NW Washington DC,"1300, 14th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.907851,-77.032052,20005
2017-11-15,1711,2017-11-15,2017,11,17198032,1,600 B/O New Jersey Ave NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,600  New Jersey Ave NW Washington DC,"600, New Jersey Avenue Northwest, Downtown East, Washington, District of Columbia, 20001, United States",38.8978326,-77.0125989,20001
2017-11-19,318,2017-11-19,2017,11,17200228,3,1600 B/O R St NW,Sexual Orientation,Not Reported,Simple Assault,1600  R St NW Washington DC,"1600, R Street Northwest, Dupont Circle, Washington, District of Columbia, 20009, United States",38.912527,-77.03667,20009
2017-11-20,51,2017-11-20,2017,11,17200709,3,900 B/O U St NW,Sexual Orientation,Not Reported,ADW,900  U St NW Washington DC,"900, U Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20001, United States",38.916912,-77.024114,20009
2017-11-21,940,2017-11-21,2017,11,17201401,1,200 B/O K St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,200  K St NW Washington DC,"200, K Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.902433,-77.013878,20001
2017-11-22,1840,2017-11-22,2017,11,17202404,1,800 B/O 7th ST NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,800  7th ST NW Washington DC,"800, 7th Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899936,-77.022017,20001
2017-11-23,830,2017-11-24,2017,11,17203063,2,1400 B/O 26th St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,1400  26th St NW Washington DC,"1400, 26th Street Northwest, Georgetown, Washington, District of Columbia, 20007, United States",38.908722,-77.054862,20007
2017-11-23,2230,2017-11-24,2017,11,17203090,2,2300 B/O 40th Pl NW,Race,Black,Damage/Defacing/Destruction of Property,2300  40th Pl NW Washington DC,"2300, 40th Place Northwest, Glover Park, Washington, District of Columbia, 20007, United States",38.920806,-77.079864,20007
2017-11-24,1947,2017-11-24,2017,11,17203324,3,1500 B/O 9th St NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,1500  9th St NW Washington DC,"Shiloh Baptist Church, 9th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20001, United States",38.9098173,-77.0244205,20001
2017-11-26,855,2017-11-26,2017,11,17204180,1,400 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,400  Massachusetts Ave NW Washington DC,"400, Massachusetts Avenue Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.90013,-77.016358,20001
2017-11-26,1348,2017-11-26,2017,11,17204268,1,500 B/O I St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,500  I St NW Washington DC,"500, I Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.900782,-77.019085,20001
2017-11-27,1041,2017-11-27,2017,11,17204700,1,900 B/O 7th St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,900  7th St NW Washington DC,"International Brotherhood of Electrical Workers, 900, 7th Street Northwest, Downtown, Washington, District of Columbia, 20009, United States",38.9010855,-77.0221126,20009
2017-11-27,1354,2017-11-27,2017,11,17204853,2,1300 B/O 14th ST NW,Race,White,Threats,1300  14th ST NW Washington DC,"1300, 14th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.907851,-77.032052,20005
2017-11-29,1731,2017-11-29,2017,11,17206400,2,900 B/O Massachusetts Ave NW,Race,Black,Damage/Defacing/Destruction of Property,900  Massachusetts Ave NW Washington DC,"Mount Vernon Place United Methodist Church, 900, Massachusetts Avenue Northwest, Washington, District of Columbia, 20001, United States",38.90282635,-77.02489069685232,20001
2017-11-29,2224,2017-11-29,2017,11,17206420,7,2700 B/O Bruce Pl SE,Gender Identity/Expression,Not Reported,Robbery,2700  Bruce Pl SE Washington DC,"2700, Bruce Place Southeast, Woodland Terrace, Washington, District of Columbia, 20020, United States",38.8578108,-76.9735431,20020
2017-11-23,1500,2017-11-30,2017,11,17206791,1,500 B/O H St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,500  H St NW Washington DC,"Fairfield Inn, 500, H Street Northwest, Chinatown, Washington, District of Columbia, 20548, United States",38.8993983,-77.01917105989855,20548
2017-12-02,544,2017-12-02,2017,12,17207852,6,100 B/O 46th Pl NE,Sexual Orientation,Not Reported,Simple Assault,100  46th Pl NE Washington DC,"100, 46th Place Northeast, Capitol View, Washington, District of Columbia, 20019, United States",38.891051484475454,-76.93594830128282,20019
2017-12-02,1254,2017-12-02,2017,12,17207984,5,900 B/O Rhode Island Ave NE,Ethnicity/National Origin,Unspecified,Simple Assault,900  Rhode Island Ave NE Washington DC,"900, Rhode Island Avenue Northeast, Washington, District of Columbia, 20018, United States",38.922167,-76.993773,20018
2017-12-06,2340,2017-12-07,2017,12,17210790,5,1700 B/O North Capitol St NE,Race,Black,ADW,1700  North Capitol St NE Washington DC,"North Capitol Street Northeast, NoMa, Washington, District of Columbia, 20554, United States",38.907173,-77.0090077,20554
2017-12-07,1950,2017-12-07,2017,12,17211297,1,300 B/O Pennsylvania Ave SE,Race,Black,Simple Assault,300  Pennsylvania Ave SE Washington DC,"SunTrust, 300, Pennsylvania Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20540, United States",38.8872951,-77.0018006,20540
2017-12-12,1912,2017-12-12,2017,12,17214121,1,400 B/O 2nd St NW,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,400  2nd St NW Washington DC,"400, 2nd Street Northwest, Downtown East, Washington, District of Columbia, 20001, United States",38.895457020604375,-77.01376016531471,20001
2017-12-14,2316,2017-12-13,2017,12,17215419,3,3000 B/O 14th ST NW,Sexual Orientation,Not Reported,ADW,3000  14th ST NW Washington DC,"3000, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20009, United States",38.927657,-77.032629,20010
